"TIME","GEO","UNIT","DURATION","PARTNER","AGE","Value","Flag and Footnotes"
"2013","Ireland","Number","1 night or over","Domestic","65 years or over","112,197",""
"2013","Greece","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Greece","Number","1 night or over","Domestic","From 15 to 24 years","338,947",""
"2013","Greece","Number","1 night or over","Domestic","From 25 to 34 years","402,401",""
"2013","Greece","Number","1 night or over","Domestic","From 25 to 44 years","975,120",""
"2013","Greece","Number","1 night or over","Domestic","From 35 to 44 years","572,719",""
"2013","Greece","Number","1 night or over","Domestic","From 45 to 54 years","486,028",""
"2013","Greece","Number","1 night or over","Domestic","From 45 to 64 years","873,824",""
"2013","Greece","Number","1 night or over","Domestic","From 55 to 64 years","387,796",""
"2013","Greece","Number","1 night or over","Domestic","65 years or over","402,577",""
"2013","Spain","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Spain","Number","1 night or over","Domestic","From 15 to 24 years","1,962,863",""
"2013","Spain","Number","1 night or over","Domestic","From 25 to 34 years","2,579,355",""
"2013","Spain","Number","1 night or over","Domestic","From 25 to 44 years","6,290,127",""
"2013","Spain","Number","1 night or over","Domestic","From 35 to 44 years","3,710,773",""
"2013","Spain","Number","1 night or over","Domestic","From 45 to 54 years","3,161,383",""
"2013","Spain","Number","1 night or over","Domestic","From 45 to 64 years","5,563,387",""
"2013","Spain","Number","1 night or over","Domestic","From 55 to 64 years","2,402,003",""
"2013","Spain","Number","1 night or over","Domestic","65 years or over","2,891,048",""
"2013","France","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","France","Number","1 night or over","Domestic","From 15 to 24 years","3,340,998",""
"2013","France","Number","1 night or over","Domestic","From 25 to 34 years","4,271,755",""
"2013","France","Number","1 night or over","Domestic","From 25 to 44 years","9,535,792",""
"2013","France","Number","1 night or over","Domestic","From 35 to 44 years","5,264,037",""
"2013","France","Number","1 night or over","Domestic","From 45 to 54 years","3,673,020",""
"2013","France","Number","1 night or over","Domestic","From 45 to 64 years","7,731,368",""
"2013","France","Number","1 night or over","Domestic","From 55 to 64 years","4,058,347",""
"2013","France","Number","1 night or over","Domestic","65 years or over","5,059,783",""
"2013","Croatia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Croatia","Number","1 night or over","Domestic","From 15 to 24 years","232,447",""
"2013","Croatia","Number","1 night or over","Domestic","From 25 to 34 years","149,168",""
"2013","Croatia","Number","1 night or over","Domestic","From 25 to 44 years","253,979",""
"2013","Croatia","Number","1 night or over","Domestic","From 35 to 44 years","104,810",""
"2013","Croatia","Number","1 night or over","Domestic","From 45 to 54 years","176,270",""
"2013","Croatia","Number","1 night or over","Domestic","From 45 to 64 years","290,475",""
"2013","Croatia","Number","1 night or over","Domestic","From 55 to 64 years","114,204",""
"2013","Croatia","Number","1 night or over","Domestic","65 years or over","125,695",""
"2013","Italy","Number","1 night or over","Domestic","Less than 15 years","4,201,174",""
"2013","Italy","Number","1 night or over","Domestic","From 15 to 24 years","2,088,011",""
"2013","Italy","Number","1 night or over","Domestic","From 25 to 34 years","2,268,246",""
"2013","Italy","Number","1 night or over","Domestic","From 25 to 44 years","6,415,738",""
"2013","Italy","Number","1 night or over","Domestic","From 35 to 44 years","4,147,492",""
"2013","Italy","Number","1 night or over","Domestic","From 45 to 54 years","3,135,090",""
"2013","Italy","Number","1 night or over","Domestic","From 45 to 64 years","5,429,967",""
"2013","Italy","Number","1 night or over","Domestic","From 55 to 64 years","2,294,877",""
"2013","Italy","Number","1 night or over","Domestic","65 years or over","2,009,816",""
"2013","Cyprus","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Cyprus","Number","1 night or over","Domestic","From 15 to 24 years","19,418","e"
"2013","Cyprus","Number","1 night or over","Domestic","From 25 to 34 years","58,528","e"
"2013","Cyprus","Number","1 night or over","Domestic","From 25 to 44 years","107,650","e"
"2013","Cyprus","Number","1 night or over","Domestic","From 35 to 44 years","49,122","e"
"2013","Cyprus","Number","1 night or over","Domestic","From 45 to 54 years","27,349","e"
"2013","Cyprus","Number","1 night or over","Domestic","From 45 to 64 years","43,734","e"
"2013","Cyprus","Number","1 night or over","Domestic","From 55 to 64 years","16,385","e"
"2013","Cyprus","Number","1 night or over","Domestic","65 years or over","17,994","e"
"2013","Latvia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Latvia","Number","1 night or over","Domestic","From 15 to 24 years","73,498",""
"2013","Latvia","Number","1 night or over","Domestic","From 25 to 34 years","100,440",""
"2013","Latvia","Number","1 night or over","Domestic","From 25 to 44 years","173,616",""
"2013","Latvia","Number","1 night or over","Domestic","From 35 to 44 years","73,176",""
"2013","Latvia","Number","1 night or over","Domestic","From 45 to 54 years","73,989",""
"2013","Latvia","Number","1 night or over","Domestic","From 45 to 64 years","131,524",""
"2013","Latvia","Number","1 night or over","Domestic","From 55 to 64 years","57,535",""
"2013","Latvia","Number","1 night or over","Domestic","65 years or over","46,074",""
"2013","Lithuania","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Lithuania","Number","1 night or over","Domestic","From 15 to 24 years","138,577",""
"2013","Lithuania","Number","1 night or over","Domestic","From 25 to 34 years","136,315",""
"2013","Lithuania","Number","1 night or over","Domestic","From 25 to 44 years","245,545",""
"2013","Lithuania","Number","1 night or over","Domestic","From 35 to 44 years","109,230",""
"2013","Lithuania","Number","1 night or over","Domestic","From 45 to 54 years","112,775",""
"2013","Lithuania","Number","1 night or over","Domestic","From 45 to 64 years","194,856",""
"2013","Lithuania","Number","1 night or over","Domestic","From 55 to 64 years","82,081",""
"2013","Lithuania","Number","1 night or over","Domestic","65 years or over","105,355",""
"2013","Luxembourg","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Luxembourg","Number","1 night or over","Domestic","From 15 to 24 years","1,827",""
"2013","Luxembourg","Number","1 night or over","Domestic","From 25 to 34 years","0","u"
"2013","Luxembourg","Number","1 night or over","Domestic","From 25 to 44 years","458",""
"2013","Luxembourg","Number","1 night or over","Domestic","From 35 to 44 years","458",""
"2013","Luxembourg","Number","1 night or over","Domestic","From 45 to 54 years","331",""
"2013","Luxembourg","Number","1 night or over","Domestic","From 45 to 64 years","331",""
"2013","Luxembourg","Number","1 night or over","Domestic","From 55 to 64 years","0","u"
"2013","Luxembourg","Number","1 night or over","Domestic","65 years or over","1,436",""
"2013","Hungary","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Hungary","Number","1 night or over","Domestic","From 15 to 24 years","376,365",""
"2013","Hungary","Number","1 night or over","Domestic","From 25 to 34 years","495,685",""
"2013","Hungary","Number","1 night or over","Domestic","From 25 to 44 years","1,088,343",""
"2013","Hungary","Number","1 night or over","Domestic","From 35 to 44 years","592,658",""
"2013","Hungary","Number","1 night or over","Domestic","From 45 to 54 years","422,589",""
"2013","Hungary","Number","1 night or over","Domestic","From 45 to 64 years","904,791",""
"2013","Hungary","Number","1 night or over","Domestic","From 55 to 64 years","482,202",""
"2013","Hungary","Number","1 night or over","Domestic","65 years or over","482,025",""
"2013","Malta","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Malta","Number","1 night or over","Domestic","From 15 to 24 years","13,534",""
"2013","Malta","Number","1 night or over","Domestic","From 25 to 34 years","9,100",""
"2013","Malta","Number","1 night or over","Domestic","From 25 to 44 years","18,169",""
"2013","Malta","Number","1 night or over","Domestic","From 35 to 44 years","9,069",""
"2013","Malta","Number","1 night or over","Domestic","From 45 to 54 years","9,711",""
"2013","Malta","Number","1 night or over","Domestic","From 45 to 64 years","14,255",""
"2013","Malta","Number","1 night or over","Domestic","From 55 to 64 years","4,544",""
"2013","Malta","Number","1 night or over","Domestic","65 years or over","7,857",""
"2013","Netherlands","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Netherlands","Number","1 night or over","Domestic","From 15 to 24 years","485,842",""
"2013","Netherlands","Number","1 night or over","Domestic","From 25 to 34 years","605,398",""
"2013","Netherlands","Number","1 night or over","Domestic","From 25 to 44 years","1,154,672",""
"2013","Netherlands","Number","1 night or over","Domestic","From 35 to 44 years","549,274",""
"2013","Netherlands","Number","1 night or over","Domestic","From 45 to 54 years","470,430",""
"2013","Netherlands","Number","1 night or over","Domestic","From 45 to 64 years","921,644",""
"2013","Netherlands","Number","1 night or over","Domestic","From 55 to 64 years","451,214",""
"2013","Netherlands","Number","1 night or over","Domestic","65 years or over","700,431",""
"2013","Austria","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Austria","Number","1 night or over","Domestic","From 15 to 24 years","179,571",""
"2013","Austria","Number","1 night or over","Domestic","From 25 to 34 years","198,794",""
"2013","Austria","Number","1 night or over","Domestic","From 25 to 44 years","458,613",""
"2013","Austria","Number","1 night or over","Domestic","From 35 to 44 years","259,819",""
"2013","Austria","Number","1 night or over","Domestic","From 45 to 54 years","280,771",""
"2013","Austria","Number","1 night or over","Domestic","From 45 to 64 years","461,346",""
"2013","Austria","Number","1 night or over","Domestic","From 55 to 64 years","180,575",""
"2013","Austria","Number","1 night or over","Domestic","65 years or over","228,191",""
"2013","Poland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Poland","Number","1 night or over","Domestic","From 15 to 24 years","2,470,000",""
"2013","Poland","Number","1 night or over","Domestic","From 25 to 34 years","2,730,000",""
"2013","Poland","Number","1 night or over","Domestic","From 25 to 44 years","5,010,000",""
"2013","Poland","Number","1 night or over","Domestic","From 35 to 44 years","2,280,000",""
"2013","Poland","Number","1 night or over","Domestic","From 45 to 54 years","1,740,000",""
"2013","Poland","Number","1 night or over","Domestic","From 45 to 64 years","3,780,000",""
"2013","Poland","Number","1 night or over","Domestic","From 55 to 64 years","2,040,000",""
"2013","Poland","Number","1 night or over","Domestic","65 years or over","1,040,000",""
"2013","Portugal","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Portugal","Number","1 night or over","Domestic","From 15 to 24 years","364,634",""
"2013","Portugal","Number","1 night or over","Domestic","From 25 to 34 years","396,877",""
"2013","Portugal","Number","1 night or over","Domestic","From 25 to 44 years","924,008",""
"2013","Portugal","Number","1 night or over","Domestic","From 35 to 44 years","527,131",""
"2013","Portugal","Number","1 night or over","Domestic","From 45 to 54 years","384,309",""
"2013","Portugal","Number","1 night or over","Domestic","From 45 to 64 years","812,036",""
"2013","Portugal","Number","1 night or over","Domestic","From 55 to 64 years","427,727",""
"2013","Portugal","Number","1 night or over","Domestic","65 years or over","510,489",""
"2013","Romania","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Romania","Number","1 night or over","Domestic","From 15 to 24 years","678,206",""
"2013","Romania","Number","1 night or over","Domestic","From 25 to 34 years","1,014,199",""
"2013","Romania","Number","1 night or over","Domestic","From 25 to 44 years","1,923,222",""
"2013","Romania","Number","1 night or over","Domestic","From 35 to 44 years","909,023",""
"2013","Romania","Number","1 night or over","Domestic","From 45 to 54 years","508,238",""
"2013","Romania","Number","1 night or over","Domestic","From 45 to 64 years","997,091",""
"2013","Romania","Number","1 night or over","Domestic","From 55 to 64 years","488,853",""
"2013","Romania","Number","1 night or over","Domestic","65 years or over","373,702",""
"2013","Slovenia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Slovenia","Number","1 night or over","Domestic","From 15 to 24 years","23,743","e"
"2013","Slovenia","Number","1 night or over","Domestic","From 25 to 34 years","27,464","e"
"2013","Slovenia","Number","1 night or over","Domestic","From 25 to 44 years","65,641","e"
"2013","Slovenia","Number","1 night or over","Domestic","From 35 to 44 years","38,177","e"
"2013","Slovenia","Number","1 night or over","Domestic","From 45 to 54 years","42,614","e"
"2013","Slovenia","Number","1 night or over","Domestic","From 45 to 64 years","87,039","e"
"2013","Slovenia","Number","1 night or over","Domestic","From 55 to 64 years","44,425","e"
"2013","Slovenia","Number","1 night or over","Domestic","65 years or over","47,206","e"
"2013","Slovakia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Slovakia","Number","1 night or over","Domestic","From 15 to 24 years","270,773","b"
"2013","Slovakia","Number","1 night or over","Domestic","From 25 to 34 years","154,551","b"
"2013","Slovakia","Number","1 night or over","Domestic","From 25 to 44 years","371,367","b"
"2013","Slovakia","Number","1 night or over","Domestic","From 35 to 44 years","216,816","b"
"2013","Slovakia","Number","1 night or over","Domestic","From 45 to 54 years","153,425","b"
"2013","Slovakia","Number","1 night or over","Domestic","From 45 to 64 years","442,941","b"
"2013","Slovakia","Number","1 night or over","Domestic","From 55 to 64 years","289,516","b"
"2013","Slovakia","Number","1 night or over","Domestic","65 years or over","167,301","b"
"2013","Finland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Finland","Number","1 night or over","Domestic","From 15 to 24 years","223,315",""
"2013","Finland","Number","1 night or over","Domestic","From 25 to 34 years","191,465",""
"2013","Finland","Number","1 night or over","Domestic","From 25 to 44 years","368,419",""
"2013","Finland","Number","1 night or over","Domestic","From 35 to 44 years","176,954",""
"2013","Finland","Number","1 night or over","Domestic","From 45 to 54 years","199,351",""
"2013","Finland","Number","1 night or over","Domestic","From 45 to 64 years","466,218",""
"2013","Finland","Number","1 night or over","Domestic","From 55 to 64 years","266,867",""
"2013","Finland","Number","1 night or over","Domestic","65 years or over","333,221",""
"2013","Sweden","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Sweden","Number","1 night or over","Domestic","From 15 to 24 years",":",""
"2013","Sweden","Number","1 night or over","Domestic","From 25 to 34 years",":",""
"2013","Sweden","Number","1 night or over","Domestic","From 25 to 44 years",":",""
"2013","Sweden","Number","1 night or over","Domestic","From 35 to 44 years",":",""
"2013","Sweden","Number","1 night or over","Domestic","From 45 to 54 years",":",""
"2013","Sweden","Number","1 night or over","Domestic","From 45 to 64 years",":",""
"2013","Sweden","Number","1 night or over","Domestic","From 55 to 64 years",":",""
"2013","Sweden","Number","1 night or over","Domestic","65 years or over",":",""
"2013","United Kingdom","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","United Kingdom","Number","1 night or over","Domestic","From 15 to 24 years","1,691,000",""
"2013","United Kingdom","Number","1 night or over","Domestic","From 25 to 34 years","2,520,000",""
"2013","United Kingdom","Number","1 night or over","Domestic","From 25 to 44 years","4,911,000",""
"2013","United Kingdom","Number","1 night or over","Domestic","From 35 to 44 years","2,391,000",""
"2013","United Kingdom","Number","1 night or over","Domestic","From 45 to 54 years","2,291,000",""
"2013","United Kingdom","Number","1 night or over","Domestic","From 45 to 64 years","4,299,000",""
"2013","United Kingdom","Number","1 night or over","Domestic","From 55 to 64 years","2,008,000",""
"2013","United Kingdom","Number","1 night or over","Domestic","65 years or over","3,274,000",""
"2013","Iceland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Iceland","Number","1 night or over","Domestic","From 15 to 24 years",":",""
"2013","Iceland","Number","1 night or over","Domestic","From 25 to 34 years",":",""
"2013","Iceland","Number","1 night or over","Domestic","From 25 to 44 years",":",""
"2013","Iceland","Number","1 night or over","Domestic","From 35 to 44 years",":",""
"2013","Iceland","Number","1 night or over","Domestic","From 45 to 54 years",":",""
"2013","Iceland","Number","1 night or over","Domestic","From 45 to 64 years",":",""
"2013","Iceland","Number","1 night or over","Domestic","From 55 to 64 years",":",""
"2013","Iceland","Number","1 night or over","Domestic","65 years or over",":",""
"2013","Norway","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Norway","Number","1 night or over","Domestic","From 15 to 24 years","74,270",""
"2013","Norway","Number","1 night or over","Domestic","From 25 to 34 years","71,050",""
"2013","Norway","Number","1 night or over","Domestic","From 25 to 44 years","134,030",""
"2013","Norway","Number","1 night or over","Domestic","From 35 to 44 years","62,980",""
"2013","Norway","Number","1 night or over","Domestic","From 45 to 54 years","102,770",""
"2013","Norway","Number","1 night or over","Domestic","From 45 to 64 years","205,420",""
"2013","Norway","Number","1 night or over","Domestic","From 55 to 64 years","102,650",""
"2013","Norway","Number","1 night or over","Domestic","65 years or over","140,540",""
"2013","Switzerland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Switzerland","Number","1 night or over","Domestic","From 15 to 24 years","88,195","u"
"2013","Switzerland","Number","1 night or over","Domestic","From 25 to 34 years","72,602","u"
"2013","Switzerland","Number","1 night or over","Domestic","From 25 to 44 years","155,605","u"
"2013","Switzerland","Number","1 night or over","Domestic","From 35 to 44 years","83,002","u"
"2013","Switzerland","Number","1 night or over","Domestic","From 45 to 54 years","106,530","u"
"2013","Switzerland","Number","1 night or over","Domestic","From 45 to 64 years","225,517","u"
"2013","Switzerland","Number","1 night or over","Domestic","From 55 to 64 years","118,987","u"
"2013","Switzerland","Number","1 night or over","Domestic","65 years or over","202,899","u"
"2013","Montenegro","Number","1 night or over","Domestic","Less than 15 years",":",""
"2013","Montenegro","Number","1 night or over","Domestic","From 15 to 24 years",":",""
"2013","Montenegro","Number","1 night or over","Domestic","From 25 to 34 years",":",""
"2013","Montenegro","Number","1 night or over","Domestic","From 25 to 44 years",":",""
"2013","Montenegro","Number","1 night or over","Domestic","From 35 to 44 years",":",""
"2013","Montenegro","Number","1 night or over","Domestic","From 45 to 54 years",":",""
"2013","Montenegro","Number","1 night or over","Domestic","From 45 to 64 years",":",""
"2013","Montenegro","Number","1 night or over","Domestic","From 55 to 64 years",":",""
"2013","Montenegro","Number","1 night or over","Domestic","65 years or over",":",""
"2014","Belgium","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Belgium","Number","1 night or over","Domestic","From 15 to 24 years","44,793",""
"2014","Belgium","Number","1 night or over","Domestic","From 25 to 34 years","45,690",""
"2014","Belgium","Number","1 night or over","Domestic","From 25 to 44 years","152,839",""
"2014","Belgium","Number","1 night or over","Domestic","From 35 to 44 years","107,149",""
"2014","Belgium","Number","1 night or over","Domestic","From 45 to 54 years","114,000",""
"2014","Belgium","Number","1 night or over","Domestic","From 45 to 64 years","190,524",""
"2014","Belgium","Number","1 night or over","Domestic","From 55 to 64 years","76,524",""
"2014","Belgium","Number","1 night or over","Domestic","65 years or over","52,698",""
"2014","Bulgaria","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Bulgaria","Number","1 night or over","Domestic","From 15 to 24 years","194,371",""
"2014","Bulgaria","Number","1 night or over","Domestic","From 25 to 34 years","363,252",""
"2014","Bulgaria","Number","1 night or over","Domestic","From 25 to 44 years","666,765",""
"2014","Bulgaria","Number","1 night or over","Domestic","From 35 to 44 years","303,513",""
"2014","Bulgaria","Number","1 night or over","Domestic","From 45 to 54 years","233,461",""
"2014","Bulgaria","Number","1 night or over","Domestic","From 45 to 64 years","428,815",""
"2014","Bulgaria","Number","1 night or over","Domestic","From 55 to 64 years","195,354",""
"2014","Bulgaria","Number","1 night or over","Domestic","65 years or over","140,823",""
"2014","Czechia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Czechia","Number","1 night or over","Domestic","From 15 to 24 years","453,680",""
"2014","Czechia","Number","1 night or over","Domestic","From 25 to 34 years","547,433",""
"2014","Czechia","Number","1 night or over","Domestic","From 25 to 44 years","1,294,696",""
"2014","Czechia","Number","1 night or over","Domestic","From 35 to 44 years","747,263",""
"2014","Czechia","Number","1 night or over","Domestic","From 45 to 54 years","486,602",""
"2014","Czechia","Number","1 night or over","Domestic","From 45 to 64 years","1,146,253",""
"2014","Czechia","Number","1 night or over","Domestic","From 55 to 64 years","659,652",""
"2014","Czechia","Number","1 night or over","Domestic","65 years or over","912,209",""
"2014","Denmark","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Denmark","Number","1 night or over","Domestic","From 15 to 24 years","132,559",""
"2014","Denmark","Number","1 night or over","Domestic","From 25 to 34 years","142,453",""
"2014","Denmark","Number","1 night or over","Domestic","From 25 to 44 years","338,037",""
"2014","Denmark","Number","1 night or over","Domestic","From 35 to 44 years","195,584",""
"2014","Denmark","Number","1 night or over","Domestic","From 45 to 54 years","170,899",""
"2014","Denmark","Number","1 night or over","Domestic","From 45 to 64 years","364,528",""
"2014","Denmark","Number","1 night or over","Domestic","From 55 to 64 years","193,629",""
"2014","Denmark","Number","1 night or over","Domestic","65 years or over","230,713",""
"2014","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 15 to 24 years","1,747,332",""
"2014","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 25 to 34 years","2,346,736",""
"2014","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 25 to 44 years","5,129,749",""
"2014","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 35 to 44 years","2,783,013",""
"2014","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 45 to 54 years","2,900,721",""
"2014","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 45 to 64 years","5,469,935",""
"2014","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 55 to 64 years","2,569,213",""
"2014","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","65 years or over","3,723,908",""
"2014","Estonia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Estonia","Number","1 night or over","Domestic","From 15 to 24 years","39,902",""
"2014","Estonia","Number","1 night or over","Domestic","From 25 to 34 years","60,349",""
"2014","Estonia","Number","1 night or over","Domestic","From 25 to 44 years","102,699",""
"2014","Estonia","Number","1 night or over","Domestic","From 35 to 44 years","42,350",""
"2014","Estonia","Number","1 night or over","Domestic","From 45 to 54 years","42,894",""
"2014","Estonia","Number","1 night or over","Domestic","From 45 to 64 years","83,025",""
"2014","Estonia","Number","1 night or over","Domestic","From 55 to 64 years","40,132",""
"2014","Estonia","Number","1 night or over","Domestic","65 years or over","56,114",""
"2014","Ireland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Ireland","Number","1 night or over","Domestic","From 15 to 24 years","104,590",""
"2014","Ireland","Number","1 night or over","Domestic","From 25 to 34 years","129,375",""
"2014","Ireland","Number","1 night or over","Domestic","From 25 to 44 years","294,016",""
"2014","Ireland","Number","1 night or over","Domestic","From 35 to 44 years","164,641",""
"2014","Ireland","Number","1 night or over","Domestic","From 45 to 54 years","125,392",""
"2014","Ireland","Number","1 night or over","Domestic","From 45 to 64 years","193,804",""
"2014","Ireland","Number","1 night or over","Domestic","From 55 to 64 years","68,412",""
"2014","Ireland","Number","1 night or over","Domestic","65 years or over","103,982",""
"2014","Greece","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Greece","Number","1 night or over","Domestic","From 15 to 24 years","400,875",""
"2014","Greece","Number","1 night or over","Domestic","From 25 to 34 years","514,766",""
"2014","Greece","Number","1 night or over","Domestic","From 25 to 44 years","1,214,545",""
"2014","Greece","Number","1 night or over","Domestic","From 35 to 44 years","699,779",""
"2014","Greece","Number","1 night or over","Domestic","From 45 to 54 years","569,115",""
"2014","Greece","Number","1 night or over","Domestic","From 45 to 64 years","975,567",""
"2014","Greece","Number","1 night or over","Domestic","From 55 to 64 years","406,452",""
"2014","Greece","Number","1 night or over","Domestic","65 years or over","471,075",""
"2014","Spain","Number","1 night or over","Domestic","Less than 15 years","3,501,720",""
"2014","Spain","Number","1 night or over","Domestic","From 15 to 24 years","1,838,268",""
"2014","Spain","Number","1 night or over","Domestic","From 25 to 34 years","2,378,890",""
"2014","Spain","Number","1 night or over","Domestic","From 25 to 44 years","6,026,951",""
"2014","Spain","Number","1 night or over","Domestic","From 35 to 44 years","3,648,061",""
"2014","Spain","Number","1 night or over","Domestic","From 45 to 54 years","3,080,248",""
"2014","Spain","Number","1 night or over","Domestic","From 45 to 64 years","5,419,035",""
"2014","Spain","Number","1 night or over","Domestic","From 55 to 64 years","2,338,787",""
"2014","Spain","Number","1 night or over","Domestic","65 years or over","2,900,419",""
"2014","France","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","France","Number","1 night or over","Domestic","From 15 to 24 years","3,094,903",""
"2014","France","Number","1 night or over","Domestic","From 25 to 34 years","4,131,814",""
"2014","France","Number","1 night or over","Domestic","From 25 to 44 years","9,037,714",""
"2014","France","Number","1 night or over","Domestic","From 35 to 44 years","4,905,900",""
"2014","France","Number","1 night or over","Domestic","From 45 to 54 years","3,756,957",""
"2014","France","Number","1 night or over","Domestic","From 45 to 64 years","7,872,989",""
"2014","France","Number","1 night or over","Domestic","From 55 to 64 years","4,116,033",""
"2014","France","Number","1 night or over","Domestic","65 years or over","4,955,541",""
"2014","Croatia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Croatia","Number","1 night or over","Domestic","From 15 to 24 years","236,142",""
"2014","Croatia","Number","1 night or over","Domestic","From 25 to 34 years","119,681",""
"2014","Croatia","Number","1 night or over","Domestic","From 25 to 44 years","323,249",""
"2014","Croatia","Number","1 night or over","Domestic","From 35 to 44 years","203,568",""
"2014","Croatia","Number","1 night or over","Domestic","From 45 to 54 years","195,629",""
"2014","Croatia","Number","1 night or over","Domestic","From 45 to 64 years","360,015",""
"2014","Croatia","Number","1 night or over","Domestic","From 55 to 64 years","164,386",""
"2014","Croatia","Number","1 night or over","Domestic","65 years or over","172,203",""
"2014","Italy","Number","1 night or over","Domestic","Less than 15 years","2,650,560","b"
"2014","Italy","Number","1 night or over","Domestic","From 15 to 24 years","1,539,597","b"
"2014","Italy","Number","1 night or over","Domestic","From 25 to 34 years","1,630,023","b"
"2014","Italy","Number","1 night or over","Domestic","From 25 to 44 years","4,255,632","b"
"2014","Italy","Number","1 night or over","Domestic","From 35 to 44 years","2,625,609","b"
"2014","Italy","Number","1 night or over","Domestic","From 45 to 54 years","2,712,831","b"
"2014","Italy","Number","1 night or over","Domestic","From 45 to 64 years","4,433,816","b"
"2014","Italy","Number","1 night or over","Domestic","From 55 to 64 years","1,720,985","b"
"2014","Italy","Number","1 night or over","Domestic","65 years or over","2,409,393","b"
"2014","Cyprus","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Cyprus","Number","1 night or over","Domestic","From 15 to 24 years","35,051","e"
"2014","Cyprus","Number","1 night or over","Domestic","From 25 to 34 years","34,728","e"
"2014","Cyprus","Number","1 night or over","Domestic","From 25 to 44 years","65,657","e"
"2014","Cyprus","Number","1 night or over","Domestic","From 35 to 44 years","30,929","e"
"2014","Cyprus","Number","1 night or over","Domestic","From 45 to 54 years","23,119","e"
"2014","Cyprus","Number","1 night or over","Domestic","From 45 to 64 years","41,925","e"
"2014","Cyprus","Number","1 night or over","Domestic","From 55 to 64 years","18,806","e"
"2014","Cyprus","Number","1 night or over","Domestic","65 years or over","17,123","e"
"2014","Latvia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Latvia","Number","1 night or over","Domestic","From 15 to 24 years","65,971",""
"2014","Latvia","Number","1 night or over","Domestic","From 25 to 34 years","86,774",""
"2014","Latvia","Number","1 night or over","Domestic","From 25 to 44 years","154,757",""
"2014","Latvia","Number","1 night or over","Domestic","From 35 to 44 years","67,983",""
"2014","Latvia","Number","1 night or over","Domestic","From 45 to 54 years","69,304",""
"2014","Latvia","Number","1 night or over","Domestic","From 45 to 64 years","119,980",""
"2014","Latvia","Number","1 night or over","Domestic","From 55 to 64 years","50,676",""
"2014","Latvia","Number","1 night or over","Domestic","65 years or over","53,373",""
"2014","Lithuania","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Lithuania","Number","1 night or over","Domestic","From 15 to 24 years","148,760",""
"2014","Lithuania","Number","1 night or over","Domestic","From 25 to 34 years","123,184",""
"2014","Lithuania","Number","1 night or over","Domestic","From 25 to 44 years","240,199",""
"2014","Lithuania","Number","1 night or over","Domestic","From 35 to 44 years","117,015",""
"2014","Lithuania","Number","1 night or over","Domestic","From 45 to 54 years","116,973",""
"2014","Lithuania","Number","1 night or over","Domestic","From 45 to 64 years","200,977",""
